Family,Core,Additional,Surface Chemistry,Shape,Size,Charge,Dose
5,14,1,31,6,60,1,4.00E-05
5,14,1,31,6,60,1,0.0002
5,14,1,31,6,60,1,0.001
5,14,1,31,6,60,1,0.005
5,14,1,32,6,54,2,2.75E-07
5,14,1,32,6,54,2,1.00E-06
5,14,1,32,6,54,2,6.00E-06
5,14,1,32,6,54,2,3.40E-05
5,14,1,32,6,54,2,0.000172
5,14,1,32,6,54,2,0.00086
5,14,1,32,6,54,2,0.0043
3,27,1,10,2,25,3,1.60E-08
3,27,1,10,2,25,3,8.00E-08
3,27,1,10,2,25,3,4.00E-07
3,27,1,10,2,25,3,2.00E-06
3,27,1,10,2,25,3,1.00E-05
3,27,1,10,2,25,3,5.00E-05
3,27,1,10,2,25,3,0.00025
6,28,1,33,1,82.5,3,5.00E-07
6,28,1,33,1,82.5,3,1.00E-06
6,28,1,33,1,82.5,3,5.00E-06
6,28,1,33,1,82.5,3,1.00E-05
6,28,1,33,1,82.5,3,2.50E-05
6,28,1,33,1,82.5,3,5.00E-05
6,28,1,33,1,82.5,3,1.00E-04
7,29,1,10,3,25,1,1.60E-08
7,29,1,10,3,25,1,8.00E-08
7,29,1,10,3,25,1,4.00E-07
7,29,1,10,3,25,1,2.00E-06
7,29,1,10,3,25,1,1.00E-05
7,29,1,10,3,25,1,5.00E-05
7,29,1,10,3,25,1,0.00025
7,29,1,10,3,4.5,1,1.60E-08
7,29,1,10,3,4.5,1,8.00E-08
7,29,1,10,3,4.5,1,4.00E-07
7,29,1,10,3,4.5,1,2.00E-06
7,29,1,10,3,4.5,1,1.00E-05
7,29,1,10,3,4.5,1,5.00E-05
7,29,1,10,3,4.5,1,0.00025
3,15,1,10,2,63,1,1.60E-08
3,15,1,10,2,63,1,8.00E-08
3,15,1,10,2,63,1,4.00E-08
3,15,1,10,2,63,1,2.00E-06
3,15,1,10,2,63,1,1.00E-05
3,15,1,10,2,63,1,5.00E-05
3,15,1,10,2,63,1,0.00025
1,17,1,7,1,69.9,3,5.00E-07
1,17,1,7,1,69.9,3,1.00E-06
1,17,1,7,1,69.9,3,1.00E-05
1,17,1,7,1,69.9,3,2.50E-05
1,17,1,7,1,69.9,3,5.00E-05
1,17,1,7,1,69.9,3,1.00E-04
1,17,1,7,1,69.9,3,5.00E-07
1,17,1,7,1,69.9,3,1.00E-06
1,17,1,7,1,69.9,3,1.00E-05
1,17,1,7,1,69.9,3,2.50E-05
1,17,1,7,1,69.9,3,5.00E-05
1,17,1,7,1,69.9,3,1.00E-04
1,17,1,7,1,69.9,3,5.00E-07
1,17,1,7,1,69.9,3,1.00E-06
1,17,1,7,1,69.9,3,1.00E-05
1,17,1,7,1,69.9,3,2.50E-05
1,17,1,7,1,69.9,3,5.00E-05
1,17,1,7,1,69.9,3,1.00E-04
7,29,1,10,3,18,3,1.60E-08
7,29,1,10,3,18,3,8.00E-08
7,29,1,10,3,18,3,4.00E-07
7,29,1,10,3,18,3,2.00E-06
7,29,1,10,3,18,3,1.00E-05
7,29,1,10,3,18,3,5.00E-05
7,29,1,10,3,18,3,0.00025
3,30,1,10,2,50,1,1.60E-08
3,30,1,10,2,50,1,8.00E-08
3,30,1,10,2,50,1,4.00E-07
3,30,1,10,2,50,1,2.00E-06
3,30,1,10,2,50,1,1.00E-05
3,30,1,10,2,50,1,5.00E-05
3,30,1,10,2,50,1,0.00025
3,15,1,10,2,76,2,1.60E-08
3,15,1,10,2,76,2,8.00E-08
3,15,1,10,2,76,2,4.00E-07
3,15,1,10,2,76,2,2.00E-06
3,15,1,10,2,76,2,1.00E-05
3,15,1,10,2,76,2,5.00E-05
3,15,1,10,2,76,2,0.00025
3,15,1,10,2,63,1,1.60E-08
3,15,1,10,2,63,1,8.00E-08
3,15,1,10,2,63,1,4.00E-07
3,15,1,10,2,63,1,2.00E-06
3,15,1,10,2,63,1,1.00E-05
3,15,1,10,2,63,1,5.00E-05
3,15,1,10,2,63,1,0.00025
1,17,1,7,1,69.9,3,5.00E-07
1,17,1,7,1,69.9,3,1.00E-06
1,17,1,7,1,69.9,3,5.00E-06
1,17,1,7,1,69.9,3,1.00E-05
1,17,1,7,1,69.9,3,2.50E-05
1,17,1,7,1,69.9,3,5.00E-05
1,17,1,7,1,69.9,3,1.00E-04
1,17,1,7,1,69.9,3,5.00E-07
1,17,1,7,1,69.9,3,1.00E-06
1,17,1,7,1,69.9,3,5.00E-06
1,17,1,7,1,69.9,3,1.00E-05
1,17,1,7,1,69.9,3,2.50E-05
1,17,1,7,1,69.9,3,5.00E-05
1,17,1,7,1,69.9,3,1.00E-04
1,17,1,7,1,20,3,1.00E-07
1,17,1,7,1,20,3,5.00E-07
1,17,1,7,1,20,3,1.00E-06
1,17,1,7,1,20,3,5.00E-06
1,17,1,7,1,20,3,1.00E-05
1,17,1,7,1,20,3,2.50E-05
1,17,1,7,1,20,3,5.00E-05
1,17,1,7,1,69.9,3,5.00E-07
1,17,1,7,1,69.9,3,1.00E-06
1,17,1,7,1,69.9,3,5.00E-06
1,17,1,7,1,69.9,3,1.00E-05
1,17,1,7,1,69.9,3,2.50E-05
1,17,1,7,1,69.9,3,5.00E-05
1,17,1,7,1,69.9,3,1.00E-04
1,17,1,7,1,67.7,2,5.00E-07
1,17,1,7,1,67.7,2,1.00E-06
1,17,1,7,1,67.7,2,5.00E-06
1,17,1,7,1,67.7,2,1.00E-05
1,17,1,7,1,67.7,2,2.50E-05
1,17,1,7,1,67.7,2,5.00E-05
1,17,1,7,1,67.7,2,1.00E-04
6,28,1,7,1,84,2,5.00E-07
6,28,1,7,1,84,2,1.00E-06
6,28,1,7,1,84,2,5.00E-06
6,28,1,7,1,84,2,1.00E-05
6,28,1,7,1,84,2,2.50E-05
6,28,1,7,1,84,2,5.00E-05
6,28,1,7,1,84,2,1.00E-04
1,17,1,7,1,20,3,1.00E-07
1,17,1,7,1,20,3,5.00E-07
1,17,1,7,1,20,3,1.00E-06
1,17,1,7,1,20,3,1.00E-05
1,17,1,7,1,20,3,2.50E-05
1,17,1,7,1,20,3,5.00E-05
